debtor_id,age,gender,region,original_amount,days_past_due,delinquency_group,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,collection_rate,contact_efficiency
965,32,남성,청양군,13942303,138,중기,실패,0,13942303,전화,6,1,,665,5332,직장인,L0965,0.0,0.0
966,42,여성,괴산군,45595065,344,상각,실패,0,45595065,전화,11,0,,703,6320,직장인,L0966,0.0,0.0
967,66,여성,횡성군,39055237,312,상각,실패,0,39055237,전화,12,0,,554,5751,직장인,L0967,0.0,0.0
968,36,여성,진천군,42954114,182,상각,실패,0,42954114,전화,8,0,,743,4312,직장인,L0968,0.0,0.0
969,25,남성,태백시,221153,120,중기,실패,0,221153,전화,5,1,,700,4116,직장인,L0969,0.0,0.0
970,48,남성,안성시,32005891,83,단기,실패,0,32005891,문자,4,0,,757,3775,직장인,L0970,0.0,0.0
971,44,여성,속초시,7518151,233,상각,실패,0,7518151,전화,7,0,,809,4938,직장인,L0971,0.0,0.0
972,55,여성,철원군,22936131,291,상각,실패,0,22936131,방문,10,0,,690,6426,직장인,L0972,0.0,0.0
973,64,남성,천안시 동남구,18967725,150,중기,실패,0,18967725,방문,7,1,,936,7603,직장인,L0973,0.0,0.0
974,44,남성,진천군,11191065,165,중기,실패,0,11191065,전화,6,0,,617,5369,직장인,L0974,0.0,0.0
975,56,여성,양평군,21834113,111,중기,실패,0,21834113,전화,5,0,,620,7029,직장인,L0975,0.0,0.0
976,26,남성,당진시,42139015,33,단기,성공,37273301,4865714,문자,1,0,18.0,775,5832,직장인,L0976,0.884531852488721,37273301.0
977,60,남성,진천군,30620984,325,상각,실패,0,30620984,전화,12,2,,940,4741,자영업,L0977,0.0,0.0
978,40,남성,강릉시,23438081,297,상각,실패,0,23438081,전화,11,0,,783,4304,직장인,L0978,0.0,0.0
979,29,여성,계룡시,41765749,273,상각,실패,0,41765749,전화,9,0,,769,3938,직장인,L0979,0.0,0.0
980,24,여성,정선군,22961029,287,상각,실패,0,22961029,방문,9,2,,492,2272,직장인,L0980,0.0,0.0
981,23,남성,청주시 청원구,21799828,232,상각,실패,0,21799828,전화,9,0,,514,2187,자영업,L0981,0.0,0.0
982,45,여성,안산시 상록구,5684761,305,상각,실패,0,5684761,전화,11,1,,561,7452,직장인,L0982,0.0,0.0
983,38,남성,음성군,10118440,314,상각,실패,0,10118440,전화,11,0,,561,4616,직장인,L0983,0.0,0.0
984,21,여성,양평군,1120757,181,상각,성공,310050,810707,전화,6,0,128.0,772,5863,자영업,L0984,0.2766433758611367,51675.0
985,31,남성,서천군,25624525,92,중기,실패,0,25624525,방문,2,0,,476,7131,직장인,L0985,0.0,0.0
986,67,여성,강릉시,45635890,237,상각,실패,0,45635890,전화,8,0,,447,6490,무직,L0986,0.0,0.0
987,53,여성,안산시 상록구,10428363,269,상각,실패,0,10428363,전화,8,1,,585,4549,직장인,L0987,0.0,0.0
988,41,남성,용인시 기흥구,31196867,114,중기,실패,0,31196867,전화,4,0,,470,4919,직장인,L0988,0.0,0.0
989,34,남성,안양시 동안구,36850028,262,상각,실패,0,36850028,전화,9,0,,598,5480,직장인,L0989,0.0,0.0
990,49,남성,안양시 동안구,5380309,325,상각,실패,0,5380309,전화,12,0,,801,6890,직장인,L0990,0.0,0.0
991,47,남성,오산시,21205505,137,중기,실패,0,21205505,전화,4,0,,893,3957,직장인,L0991,0.0,0.0
992,50,여성,속초시,4070849,256,상각,실패,0,4070849,전화,10,0,,871,4598,직장인,L0992,0.0,0.0
993,32,남성,양구군,33409654,111,중기,실패,0,33409654,전화,3,0,,719,7971,직장인,L0993,0.0,0.0
994,30,여성,안산시,4425292,149,중기,실패,0,4425292,전화,6,0,,488,4751,직장인,L0994,0.0,0.0
995,66,남성,금산군,11944413,73,단기,성공,9912365,2032048,문자,4,0,4.0,920,6347,직장인,L0995,0.8298746032977928,2478091.25
996,60,여성,당진시,33040933,313,상각,실패,0,33040933,전화,9,0,,446,3241,직장인,L0996,0.0,0.0
997,56,남성,옥천군,3439054,194,상각,실패,0,3439054,방문,6,2,,914,6415,직장인,L0997,0.0,0.0
998,28,여성,부천시 오정구,19990964,321,상각,실패,0,19990964,전화,12,0,,836,3145,자영업,L0998,0.0,0.0
999,42,남성,오산시,24236903,166,중기,실패,0,24236903,방문,6,0,,791,3315,직장인,L0999,0.0,0.0
1000,51,남성,청양군,5452710,121,중기,실패,0,5452710,전화,6,0,,655,2679,자영업,L1000,0.0,0.0
1001,29,여성,성남시,16342168,358,상각,실패,0,16342168,전화,13,0,,589,5229,직장인,L1001,0.0,0.0
1002,21,여성,태백시,41236530,58,단기,성공,36279078,4957452,문자,4,0,12.0,793,3645,자영업,L1002,0.8797800881887976,9069769.5
1003,62,남성,충주시,10392876,356,상각,실패,0,10392876,방문,12,0,,518,2083,무직,L1003,0.0,0.0
1004,26,남성,고양시 일산동구,9353479,146,중기,실패,0,9353479,전화,6,0,,852,2347,자영업,L1004,0.0,0.0
1005,51,남성,계룡시,31154442,165,중기,실패,0,31154442,방문,4,0,,830,2767,직장인,L1005,0.0,0.0
1006,53,남성,부천시 원미구,34362508,299,상각,실패,0,34362508,방문,9,0,,750,3925,자영업,L1006,0.0,0.0
1007,40,여성,강릉시,4237998,263,상각,실패,0,4237998,전화,8,0,,400,6657,직장인,L1007,0.0,0.0
1008,41,남성,안성시,43746550,296,상각,실패,0,43746550,방문,10,2,,793,7587,직장인,L1008,0.0,0.0
1009,53,남성,속초시,27708707,90,중기,실패,0,27708707,문자,5,1,,575,4870,무직,L1009,0.0,0.0
1010,26,남성,평창군,49983204,360,상각,실패,0,49983204,전화,13,0,,726,7873,자영업,L1010,0.0,0.0
1011,63,남성,음성군,38207598,175,중기,실패,0,38207598,전화,4,2,,515,6832,직장인,L1011,0.0,0.0
1012,48,여성,성남시 중원구,18518739,250,상각,실패,0,18518739,전화,10,1,,631,2642,직장인,L1012,0.0,0.0
1013,50,남성,청양군,12017977,125,중기,실패,0,12017977,전화,3,0,,722,6184,무직,L1013,0.0,0.0
1014,46,남성,성남시,38293703,201,상각,실패,0,38293703,방문,9,1,,627,2484,직장인,L1014,0.0,0.0
1015,49,여성,계룡시,46737076,160,중기,실패,0,46737076,전화,6,1,,768,4072,자영업,L1015,0.0,0.0
1016,20,남성,평택시,35945335,156,중기,실패,0,35945335,전화,6,0,,636,7690,자영업,L1016,0.0,0.0
1017,56,남성,평택시,15298161,210,상각,실패,0,15298161,방문,6,0,,705,2605,직장인,L1017,0.0,0.0
1018,34,남성,서산시,9413519,98,중기,실패,0,9413519,전화,4,0,,642,3866,직장인,L1018,0.0,0.0
1019,25,여성,수원시 팔달구,18283058,354,상각,실패,0,18283058,전화,12,0,,894,6505,직장인,L1019,0.0,0.0
1020,31,남성,동해시,26458675,73,단기,실패,0,26458675,문자,6,0,,782,2459,직장인,L1020,0.0,0.0
1021,60,여성,수원시 권선구,47834471,361,상각,실패,0,47834471,방문,12,1,,628,3670,직장인,L1021,0.0,0.0
1022,25,남성,삼척시,32972478,108,중기,실패,0,32972478,방문,4,0,,596,7428,직장인,L1022,0.0,0.0
1023,38,여성,가평군,14163337,235,상각,실패,0,14163337,전화,11,0,,726,7212,직장인,L1023,0.0,0.0
1024,32,남성,용인시 수지구,6775191,270,상각,실패,0,6775191,전화,9,0,,465,2409,무직,L1024,0.0,0.0
1025,53,여성,청주시 서원구,44157186,46,단기,실패,0,44157186,문자,1,0,,861,2548,무직,L1025,0.0,0.0
1026,42,여성,춘천시,20413615,274,상각,실패,0,20413615,방문,9,2,,882,4251,직장인,L1026,0.0,0.0
1027,22,남성,평창군,46312919,132,중기,실패,0,46312919,전화,4,0,,479,5927,직장인,L1027,0.0,0.0
1028,62,여성,춘천시,9537626,198,상각,실패,0,9537626,전화,6,0,,758,2589,무직,L1028,0.0,0.0
1029,57,남성,보령시,6248267,305,상각,실패,0,6248267,방문,10,0,,656,2609,직장인,L1029,0.0,0.0
1030,20,남성,부천시 원미구,9633542,79,단기,실패,0,9633542,문자,3,0,,942,6866,직장인,L1030,0.0,0.0
1031,50,여성,홍성군,11338772,37,단기,성공,3324294,8014478,전화,2,0,8.0,676,6242,직장인,L1031,0.2931793672189546,1662147.0
1032,45,여성,부천시,16474606,91,중기,실패,0,16474606,전화,4,0,,895,2513,무직,L1032,0.0,0.0
1033,44,여성,서산시,4815291,33,단기,실패,0,4815291,문자,2,0,,758,3606,자영업,L1033,0.0,0.0
1034,43,여성,김포시,31852714,70,단기,실패,0,31852714,문자,1,0,,867,3417,무직,L1034,0.0,0.0
1035,64,남성,청주시 흥덕구,42763309,257,상각,실패,0,42763309,전화,10,0,,472,6443,직장인,L1035,0.0,0.0
1036,33,남성,부천시 오정구,28494748,300,상각,실패,0,28494748,전화,10,0,,608,7502,직장인,L1036,0.0,0.0
1037,69,여성,부여군,33982285,362,상각,실패,0,33982285,방문,13,0,,930,4818,직장인,L1037,0.0,0.0
1038,28,여성,금산군,4679874,169,중기,실패,0,4679874,전화,6,0,,708,5885,직장인,L1038,0.0,0.0
1039,22,남성,여주시,36768961,355,상각,실패,0,36768961,전화,12,0,,703,3601,직장인,L1039,0.0,0.0
1040,39,여성,남양주시,40949571,305,상각,실패,0,40949571,방문,10,0,,765,6606,직장인,L1040,0.0,0.0
1041,35,남성,고양시 일산동구,47161289,136,중기,실패,0,47161289,전화,4,0,,803,2823,직장인,L1041,0.0,0.0
1042,57,남성,부천시 소사구,28200320,348,상각,실패,0,28200320,전화,11,0,,920,7466,직장인,L1042,0.0,0.0
1043,35,남성,가평군,42533925,48,단기,성공,9537283,32996642,문자,1,0,33.0,651,7931,직장인,L1043,0.22422767238151664,9537283.0
1044,45,남성,성남시,37832332,127,중기,실패,0,37832332,방문,6,0,,839,4068,직장인,L1044,0.0,0.0
1045,27,남성,가평군,19732068,96,중기,실패,0,19732068,방문,4,0,,758,6682,자영업,L1045,0.0,0.0
1046,33,여성,영월군,43344452,81,단기,실패,0,43344452,문자,3,0,,773,6669,직장인,L1046,0.0,0.0
1047,50,여성,평택시,41072882,224,상각,실패,0,41072882,전화,10,3,,813,7969,직장인,L1047,0.0,0.0
1048,49,여성,군포시,25456730,107,중기,실패,0,25456730,방문,3,0,,623,5650,직장인,L1048,0.0,0.0
1049,32,남성,양양군,3428540,282,상각,실패,0,3428540,전화,9,0,,431,6874,직장인,L1049,0.0,0.0
1050,60,남성,안산시,11651844,291,상각,실패,0,11651844,전화,11,3,,927,4585,직장인,L1050,0.0,0.0
1051,37,여성,청주시 서원구,10699231,364,상각,실패,0,10699231,전화,13,0,,544,7060,직장인,L1051,0.0,0.0
1052,27,여성,수원시,10333688,355,상각,실패,0,10333688,전화,12,0,,725,4911,직장인,L1052,0.0,0.0
1053,34,남성,포천시,19640831,272,상각,성공,6790054,12850777,방문,10,0,156.0,410,5955,직장인,L1053,0.3457111361530477,679005.4
1054,33,여성,연천군,18484996,237,상각,실패,0,18484996,방문,10,0,,460,2917,직장인,L1054,0.0,0.0
1055,25,남성,양구군,31019122,196,상각,실패,0,31019122,전화,7,0,,461,4606,직장인,L1055,0.0,0.0
1056,47,여성,양평군,8491292,338,상각,실패,0,8491292,전화,10,0,,761,6090,무직,L1056,0.0,0.0
1057,25,남성,서천군,48411215,269,상각,실패,0,48411215,전화,10,0,,832,2216,직장인,L1057,0.0,0.0
1058,26,여성,연천군,31413587,323,상각,실패,0,31413587,방문,12,1,,424,2225,자영업,L1058,0.0,0.0
1059,49,남성,서산시,6816633,52,단기,실패,0,6816633,전화,2,0,,740,3170,직장인,L1059,0.0,0.0
1060,47,여성,부천시 오정구,19759063,342,상각,실패,0,19759063,전화,11,0,,856,5790,직장인,L1060,0.0,0.0
1061,54,남성,연천군,23767575,92,중기,실패,0,23767575,전화,4,0,,706,7539,무직,L1061,0.0,0.0
1062,20,남성,서산시,27362033,297,상각,실패,0,27362033,방문,13,0,,937,7676,직장인,L1062,0.0,0.0
1063,47,여성,천안시 서북구,12541031,329,상각,실패,0,12541031,전화,10,0,,653,5347,무직,L1063,0.0,0.0
1064,31,여성,동두천시,23849636,116,중기,실패,0,23849636,전화,3,0,,793,6383,자영업,L1064,0.0,0.0
1065,34,여성,홍성군,21913988,56,단기,실패,0,21913988,전화,1,0,,495,7859,직장인,L1065,0.0,0.0
1066,44,남성,원주시,10711354,106,중기,실패,0,10711354,전화,2,0,,650,4219,자영업,L1066,0.0,0.0
1067,64,남성,구리시,34904420,248,상각,실패,0,34904420,방문,9,0,,558,6852,무직,L1067,0.0,0.0
1068,32,여성,성남시,43881984,121,중기,실패,0,43881984,전화,6,0,,729,5670,직장인,L1068,0.0,0.0
1069,58,여성,서산시,12486771,179,중기,실패,0,12486771,전화,7,2,,412,7977,직장인,L1069,0.0,0.0
1070,47,여성,용인시 수지구,6025724,264,상각,실패,0,6025724,전화,8,0,,574,6098,직장인,L1070,0.0,0.0
1071,30,남성,홍성군,17630600,227,상각,실패,0,17630600,전화,8,1,,830,7784,자영업,L1071,0.0,0.0
1072,33,남성,부천시,35161194,70,단기,실패,0,35161194,문자,1,0,,569,5401,직장인,L1072,0.0,0.0
1073,57,남성,고양시 일산서구,44685517,83,단기,실패,0,44685517,전화,4,0,,797,2042,자영업,L1073,0.0,0.0
1074,38,여성,화성시,3129595,127,중기,실패,0,3129595,전화,3,0,,587,7795,직장인,L1074,0.0,0.0
1075,27,남성,태안군,39132573,218,상각,실패,0,39132573,방문,8,0,,406,5509,직장인,L1075,0.0,0.0
1076,68,남성,태백시,32379886,115,중기,성공,19783078,12596808,전화,5,0,56.0,501,5602,직장인,L1076,0.6109681176765107,3956615.6
1077,40,남성,삼척시,41914382,183,상각,실패,0,41914382,전화,6,0,,528,2865,직장인,L1077,0.0,0.0
1078,40,남성,고양시 일산동구,33360396,328,상각,실패,0,33360396,방문,12,0,,710,2486,자영업,L1078,0.0,0.0
1079,60,남성,청주시 서원구,7877711,228,상각,실패,0,7877711,전화,9,0,,755,3096,직장인,L1079,0.0,0.0
1080,21,여성,아산시,48658687,119,중기,실패,0,48658687,전화,5,0,,863,7247,무직,L1080,0.0,0.0
1081,51,여성,금산군,22380892,339,상각,실패,0,22380892,방문,11,0,,865,7050,직장인,L1081,0.0,0.0
1082,58,남성,보령시,5129419,303,상각,실패,0,5129419,전화,10,0,,739,4967,자영업,L1082,0.0,0.0
1083,28,여성,하남시,8275472,121,중기,실패,0,8275472,전화,7,0,,660,7000,자영업,L1083,0.0,0.0
1084,52,여성,삼척시,38031114,127,중기,실패,0,38031114,방문,5,0,,507,2640,자영업,L1084,0.0,0.0
1085,50,여성,수원시 권선구,11767556,310,상각,실패,0,11767556,전화,11,1,,456,6115,자영업,L1085,0.0,0.0
1086,67,여성,평창군,32237244,105,중기,실패,0,32237244,방문,4,0,,871,6447,직장인,L1086,0.0,0.0
1087,50,남성,정선군,43368080,290,상각,실패,0,43368080,전화,11,0,,549,3585,자영업,L1087,0.0,0.0
1088,50,남성,의왕시,23314845,83,단기,실패,0,23314845,문자,2,0,,436,6101,자영업,L1088,0.0,0.0
1089,29,여성,청주시 흥덕구,46228133,165,중기,실패,0,46228133,전화,5,0,,547,2104,직장인,L1089,0.0,0.0
1090,31,여성,광주시,44892873,233,상각,실패,0,44892873,전화,8,1,,497,5007,직장인,L1090,0.0,0.0
1091,32,남성,철원군,6122558,54,단기,실패,0,6122558,문자,3,0,,479,6564,직장인,L1091,0.0,0.0
1092,33,남성,안양시 동안구,44087198,96,중기,실패,0,44087198,전화,3,0,,616,5428,직장인,L1092,0.0,0.0
1093,61,여성,용인시 기흥구,12980046,150,중기,실패,0,12980046,방문,4,0,,854,7564,무직,L1093,0.0,0.0
1094,47,남성,안산시 단원구,49919057,174,중기,실패,0,49919057,전화,6,0,,939,7004,직장인,L1094,0.0,0.0
1095,60,남성,군포시,20420699,80,단기,실패,0,20420699,전화,3,0,,545,5914,직장인,L1095,0.0,0.0
1096,50,남성,고양시,34007406,213,상각,실패,0,34007406,전화,7,0,,612,5097,직장인,L1096,0.0,0.0
1097,43,남성,태안군,6277713,148,중기,실패,0,6277713,방문,6,0,,689,4146,직장인,L1097,0.0,0.0
1098,33,남성,수원시 권선구,24316456,149,중기,실패,0,24316456,전화,7,1,,451,5916,직장인,L1098,0.0,0.0
1099,35,여성,부천시,22058483,255,상각,실패,0,22058483,방문,8,3,,823,6744,직장인,L1099,0.0,0.0
1100,30,여성,청주시 상당구,6471285,64,단기,실패,0,6471285,문자,3,0,,770,2369,직장인,L1100,0.0,0.0
1101,63,남성,삼척시,33533530,101,중기,실패,0,33533530,전화,3,0,,605,6357,직장인,L1101,0.0,0.0
1102,54,남성,옥천군,12411354,64,단기,실패,0,12411354,문자,3,0,,633,4751,직장인,L1102,0.0,0.0
1103,45,남성,의정부시,32683711,219,상각,실패,0,32683711,전화,8,0,,795,5003,직장인,L1103,0.0,0.0
1104,21,남성,안산시,847860,209,상각,실패,0,847860,전화,7,0,,783,3041,직장인,L1104,0.0,0.0
1105,20,남성,의왕시,46063458,311,상각,실패,0,46063458,전화,12,0,,885,7358,직장인,L1105,0.0,0.0
1106,68,여성,횡성군,1421457,320,상각,실패,0,1421457,전화,10,0,,788,2243,직장인,L1106,0.0,0.0
1107,22,남성,포천시,16707904,346,상각,실패,0,16707904,방문,12,0,,896,2355,자영업,L1107,0.0,0.0
1108,44,여성,과천시,41763426,185,상각,실패,0,41763426,방문,7,0,,570,6535,직장인,L1108,0.0,0.0
1109,68,남성,의정부시,21216726,273,상각,실패,0,21216726,전화,11,0,,776,5024,자영업,L1109,0.0,0.0
1110,22,여성,동두천시,10840205,137,중기,실패,0,10840205,전화,6,0,,921,3639,자영업,L1110,0.0,0.0
1111,55,여성,청주시 청원구,6985414,103,중기,실패,0,6985414,전화,3,0,,548,5662,무직,L1111,0.0,0.0
1112,49,여성,춘천시,36144263,101,중기,실패,0,36144263,전화,5,0,,715,4437,직장인,L1112,0.0,0.0
1113,59,여성,부여군,10059490,163,중기,실패,0,10059490,전화,6,0,,805,7279,직장인,L1113,0.0,0.0
1114,30,남성,안성시,6881537,54,단기,실패,0,6881537,문자,2,1,,858,3936,직장인,L1114,0.0,0.0
1115,25,여성,증평군,11394818,233,상각,실패,0,11394818,전화,7,0,,410,7193,직장인,L1115,0.0,0.0
1116,52,여성,광명시,36064558,182,상각,실패,0,36064558,방문,6,0,,796,7288,자영업,L1116,0.0,0.0
1117,38,남성,삼척시,46103141,278,상각,실패,0,46103141,전화,10,1,,718,2960,직장인,L1117,0.0,0.0
1118,40,남성,성남시,48875039,228,상각,실패,0,48875039,전화,10,0,,927,2485,직장인,L1118,0.0,0.0
1119,32,여성,홍성군,8110316,339,상각,실패,0,8110316,전화,12,0,,438,4685,무직,L1119,0.0,0.0
1120,49,남성,광주시,35184935,295,상각,실패,0,35184935,전화,10,1,,564,4206,직장인,L1120,0.0,0.0
1121,62,여성,의왕시,17060618,211,상각,실패,0,17060618,방문,9,0,,559,3303,무직,L1121,0.0,0.0
1122,55,여성,옥천군,28257072,309,상각,실패,0,28257072,전화,9,0,,807,7551,직장인,L1122,0.0,0.0
1123,61,여성,용인시 처인구,21109472,344,상각,실패,0,21109472,전화,12,0,,611,6053,직장인,L1123,0.0,0.0
1124,36,여성,광주시,28553795,258,상각,실패,0,28553795,전화,9,0,,653,6673,직장인,L1124,0.0,0.0
1125,60,남성,원주시,25291398,311,상각,실패,0,25291398,전화,11,0,,734,7147,직장인,L1125,0.0,0.0
1126,23,남성,제천시,20555638,191,상각,실패,0,20555638,방문,7,0,,830,3077,직장인,L1126,0.0,0.0
1127,53,남성,강릉시,48274001,57,단기,실패,0,48274001,문자,2,0,,584,7400,무직,L1127,0.0,0.0
1128,64,여성,부천시 오정구,3124005,269,상각,실패,0,3124005,전화,10,0,,485,2887,직장인,L1128,0.0,0.0
1129,34,여성,여주시,39580781,130,중기,실패,0,39580781,전화,5,0,,450,3928,직장인,L1129,0.0,0.0
1130,51,남성,청양군,46026580,160,중기,실패,0,46026580,방문,8,0,,775,3366,직장인,L1130,0.0,0.0
1131,67,여성,고양시 덕양구,43156579,291,상각,실패,0,43156579,전화,10,0,,601,2198,무직,L1131,0.0,0.0
1132,62,남성,횡성군,40833343,108,중기,실패,0,40833343,전화,4,0,,735,7964,직장인,L1132,0.0,0.0
1133,34,남성,평택시,24837462,270,상각,실패,0,24837462,전화,10,3,,721,5269,자영업,L1133,0.0,0.0
1134,40,남성,용인시,36566403,308,상각,실패,0,36566403,전화,11,0,,532,3663,직장인,L1134,0.0,0.0
1135,57,남성,수원시 장안구,23771002,340,상각,실패,0,23771002,전화,10,0,,885,5158,자영업,L1135,0.0,0.0
1136,50,남성,속초시,18345089,141,중기,실패,0,18345089,전화,5,0,,771,6269,무직,L1136,0.0,0.0
1137,26,남성,옥천군,47861081,135,중기,실패,0,47861081,방문,5,0,,791,4004,직장인,L1137,0.0,0.0
1138,58,여성,구리시,38471935,324,상각,실패,0,38471935,방문,10,1,,910,5374,자영업,L1138,0.0,0.0
1139,47,여성,오산시,25809866,187,상각,실패,0,25809866,전화,8,0,,733,7676,직장인,L1139,0.0,0.0
1140,47,남성,영월군,2343508,37,단기,실패,0,2343508,문자,1,0,,845,3879,자영업,L1140,0.0,0.0
1141,34,남성,용인시 처인구,41376643,48,단기,성공,19494953,21881690,문자,3,0,16.0,545,7421,직장인,L1141,0.47115840209656445,6498317.666666667
1142,42,남성,예산군,25897807,95,중기,실패,0,25897807,방문,2,0,,649,2353,직장인,L1142,0.0,0.0
1143,37,여성,연천군,9922825,204,상각,실패,0,9922825,전화,8,0,,878,2522,자영업,L1143,0.0,0.0
1144,33,남성,예산군,22287845,346,상각,실패,0,22287845,전화,12,0,,521,3750,직장인,L1144,0.0,0.0
1145,33,남성,청양군,10755968,276,상각,실패,0,10755968,방문,10,2,,653,3516,직장인,L1145,0.0,0.0
1146,52,여성,속초시,16551899,114,중기,실패,0,16551899,방문,4,0,,514,6701,직장인,L1146,0.0,0.0
1147,49,여성,논산시,47384634,283,상각,실패,0,47384634,방문,10,0,,655,2766,직장인,L1147,0.0,0.0
1148,24,남성,청양군,43756083,171,중기,실패,0,43756083,전화,5,0,,642,3802,직장인,L1148,0.0,0.0
1149,68,여성,충주시,23331784,161,중기,실패,0,23331784,전화,6,0,,735,4415,자영업,L1149,0.0,0.0
1150,48,여성,파주시,30567839,229,상각,실패,0,30567839,전화,7,0,,438,3849,자영업,L1150,0.0,0.0
1151,50,여성,횡성군,25731567,158,중기,실패,0,25731567,전화,6,0,,768,3932,직장인,L1151,0.0,0.0
1152,43,남성,고양시 일산동구,21228473,110,중기,실패,0,21228473,전화,5,0,,757,7665,직장인,L1152,0.0,0.0
1153,42,여성,용인시 처인구,588553,81,단기,실패,0,588553,문자,4,0,,868,7295,직장인,L1153,0.0,0.0
1154,54,남성,용인시 처인구,47802017,152,중기,실패,0,47802017,전화,4,0,,926,4004,직장인,L1154,0.0,0.0
1155,32,남성,오산시,23928420,57,단기,성공,12985321,10943099,문자,1,0,37.0,822,5327,직장인,L1155,0.5426735655759971,12985321.0
1156,42,남성,철원군,17430757,359,상각,실패,0,17430757,방문,11,0,,822,2727,직장인,L1156,0.0,0.0
1157,37,여성,음성군,41237391,308,상각,실패,0,41237391,방문,10,0,,697,3162,직장인,L1157,0.0,0.0
1158,47,남성,구리시,21369472,71,단기,실패,0,21369472,전화,2,0,,938,3574,자영업,L1158,0.0,0.0
1159,23,남성,철원군,43953384,338,상각,실패,0,43953384,전화,11,0,,718,3849,직장인,L1159,0.0,0.0
1160,35,여성,고양시 일산서구,5416817,242,상각,실패,0,5416817,전화,8,0,,534,7902,직장인,L1160,0.0,0.0
1161,63,여성,여주시,33556169,160,중기,실패,0,33556169,전화,6,1,,739,3054,자영업,L1161,0.0,0.0
1162,56,남성,옥천군,46244130,101,중기,실패,0,46244130,방문,3,0,,609,2926,자영업,L1162,0.0,0.0
1163,51,여성,안양시 동안구,30137813,219,상각,실패,0,30137813,방문,8,0,,770,5348,직장인,L1163,0.0,0.0
1164,51,남성,과천시,10180400,271,상각,실패,0,10180400,전화,11,0,,527,5430,직장인,L1164,0.0,0.0
1165,58,여성,용인시 수지구,40707047,157,중기,실패,0,40707047,전화,4,0,,453,5510,직장인,L1165,0.0,0.0
1166,38,여성,안양시,16896463,266,상각,실패,0,16896463,전화,8,0,,500,3861,무직,L1166,0.0,0.0
1167,20,여성,횡성군,6779554,282,상각,실패,0,6779554,전화,11,0,,937,5858,직장인,L1167,0.0,0.0
1168,57,여성,안양시 만안구,34905165,285,상각,실패,0,34905165,방문,10,0,,691,2474,직장인,L1168,0.0,0.0
1169,21,남성,이천시,33428208,357,상각,실패,0,33428208,전화,12,1,,700,6572,직장인,L1169,0.0,0.0
1170,44,여성,청주시 흥덕구,235375,62,단기,실패,0,235375,문자,4,0,,687,5313,자영업,L1170,0.0,0.0
1171,25,여성,옥천군,26233471,179,중기,실패,0,26233471,방문,6,0,,708,5690,직장인,L1171,0.0,0.0
1172,62,남성,양평군,32540228,288,상각,실패,0,32540228,전화,10,1,,642,5414,자영업,L1172,0.0,0.0
1173,48,남성,제천시,7978601,183,상각,실패,0,7978601,전화,7,0,,816,4130,자영업,L1173,0.0,0.0
1174,48,여성,안양시 동안구,46503726,262,상각,실패,0,46503726,전화,10,0,,907,5750,직장인,L1174,0.0,0.0
1175,40,남성,수원시 장안구,24622317,239,상각,실패,0,24622317,방문,7,0,,841,7650,직장인,L1175,0.0,0.0
1176,24,여성,과천시,12782363,361,상각,실패,0,12782363,전화,12,0,,760,7079,직장인,L1176,0.0,0.0
1177,37,여성,속초시,31206104,323,상각,실패,0,31206104,전화,11,0,,821,3400,직장인,L1177,0.0,0.0
1178,66,남성,이천시,26880575,57,단기,실패,0,26880575,문자,3,0,,784,4297,자영업,L1178,0.0,0.0
1179,52,남성,청주시 흥덕구,32218128,58,단기,실패,0,32218128,문자,2,0,,900,3503,직장인,L1179,0.0,0.0
1180,55,남성,천안시 서북구,31582241,118,중기,실패,0,31582241,방문,4,0,,927,7739,직장인,L1180,0.0,0.0
1181,46,남성,수원시,14584340,230,상각,실패,0,14584340,전화,9,0,,739,6448,자영업,L1181,0.0,0.0
1182,51,여성,청주시 상당구,36096244,316,상각,실패,0,36096244,전화,12,0,,889,7525,직장인,L1182,0.0,0.0
1183,32,남성,음성군,45219602,78,단기,실패,0,45219602,문자,3,0,,450,6541,무직,L1183,0.0,0.0
1184,35,여성,평창군,36246017,189,상각,실패,0,36246017,전화,6,0,,687,4409,직장인,L1184,0.0,0.0
1185,65,남성,홍천군,31187999,280,상각,실패,0,31187999,전화,10,0,,514,5777,직장인,L1185,0.0,0.0
1186,30,남성,안성시,48935209,323,상각,실패,0,48935209,전화,14,0,,444,6661,직장인,L1186,0.0,0.0
1187,28,남성,부천시 원미구,9870852,257,상각,실패,0,9870852,전화,9,0,,846,3611,자영업,L1187,0.0,0.0
1188,31,여성,용인시 기흥구,24431568,35,단기,실패,0,24431568,문자,1,0,,521,2088,직장인,L1188,0.0,0.0
1189,40,남성,청주시 상당구,21386072,292,상각,실패,0,21386072,방문,11,0,,664,2929,직장인,L1189,0.0,0.0
1190,21,남성,포천시,13341154,254,상각,실패,0,13341154,전화,8,0,,732,4899,자영업,L1190,0.0,0.0
1191,53,여성,고양시 덕양구,33867376,131,중기,실패,0,33867376,전화,4,0,,757,2069,직장인,L1191,0.0,0.0
1192,56,남성,충주시,29352953,200,상각,실패,0,29352953,전화,9,0,,415,2047,자영업,L1192,0.0,0.0
1193,32,여성,태백시,34960536,90,중기,실패,0,34960536,문자,3,1,,878,2064,무직,L1193,0.0,0.0
